MSG_ID,SOURCE,TEXT,PRE_LABEL,A1_SATTER,A2_MARWAN,AGREE,GOLD_LABEL,ADJUDICATOR_NOTE
MSG0467,banglabarta,"নতুন স্যামসাং ফোনে ১০% ডিসকাউন্ট! স্টক সীমিত, আজই কিনুন!",S2_FakePromo,S2_FakePromo,S2_FakePromo,YES,S2_FakePromo,Annotators agreed
MSG0468,mendeley_financial,"আপনার লোড ব্যালেন্স ক্ষীণ হচ্ছে, দ্রুত রিফিল করুন।",L0_Ham,L0_Ham,L0_Ham,YES,L0_Ham,Annotators agreed
MSG0469,banglabarta,এই যা <DATE_TIME> একটি সমাধান দেওয়া হয় যে সমাধান <LOCATION> হবে।,L0_Ham,L0_Ham,L0_Ham,YES,L0_Ham,Annotators agreed
MSG0470,banglabarta,"৮০মিনিট মাত্র <PERSON> (৫দিন), <PERSON>#",S2_FakePromo,S2_FakePromo,S2_FakePromo,YES,S2_FakePromo,Annotators agreed
MSG0471,banglabarta,"লি কুপারে
সকল শার্ট, জিন্স, গ্যাবারডিন
ফ্ল্যাট ৫০% ছাড়
শপ্র",S2_FakePromo,S2_FakePromo,S2_FakePromo,YES,S2_FakePromo,Annotators agreed
MSG0472,banglabarta,বন্ধুরা কেমন আছে?,L0_Ham,L0_Ham,L0_Ham,YES,L0_Ham,Annotators agreed
MSG0473,banglabarta,"যুক্তরাজ্যে নিবন্ধিত নার্স হিসাবে একটি ক্যারিয়ার তৈরি করুন , মাসিক মিনিমাম সহ 2 বছরের কাজের ভিসা। প্রারম্ভিক বেতন ৩ লাখ টাকা বিএসবি,ঢাকা Please Contact Us: <PHONE_NUMBER> , <PHONE_NUMBER>",S6_PhishingLink,S6_PhishingLink,S6_PhishingLink,YES,S6_PhishingLink,Annotators agreed
MSG0474,app_review_,very poor service. and kind of fraud. thay said that will pay back 100tk if customers of bata pay through thier app.. but they didn’t do that....,S1_AccountCompromise,S1_AccountCompromise,S1_AccountCompromise,YES,S1_AccountCompromise,Annotators agreed
MSG0475,mendeley_financial,Your parcel #<US_DRIVER_LICENSE> was successfully delivered. Thank you for shopping with us.,L0_Ham,L0_Ham,L0_Ham,YES,L0_Ham,Annotators agreed
MSG0476,mendeley_financial,আপনার প্যাকেজ #এসটি১২৩৪৪ আজ <LOCATION> হবে। ট্র্যাক করতে আমাদের অ্যাপ ব্যবহার করুন।,L0_Ham,L0_Ham,L0_Ham,YES,L0_Ham,Annotators agreed
MSG0477,mendeley_financial,Alert: Classified documents found linked to your account. Contact now!,S1_AccountCompromise,S1_AccountCompromise,S1_AccountCompromise,YES,S1_AccountCompromise,Annotators agreed
MSG0478,banglabarta,আমি সকালে একটি কফি খেয়েছি।,L0_Ham,L0_Ham,L0_Ham,YES,L0_Ham,Annotators agreed
MSG0479,banglabarta,শুধুমাত্র আপুদের জন্যে😍😍 ঘরে বসেই ফোন এর মাধ্যমে কাজটি করতে পারবেন☺ অযথা fb তে সময় না কাটিয়ে সেই <NRP> ব্যবহার করে দৈনিক ২০০ -৪০০ টাকা এবং মাসে ৬০০০-১২০০০ টাকা ইনকাম করতে পারবেন In sha Allah😍,S6_PhishingLink,S6_PhishingLink,S6_PhishingLink,YES,S6_PhishingLink,Annotators agreed
MSG0480,app_review_,"Very Cheap UI and Style..See Bkash App They are doing Good. you are not 
developing But racket app comes 1st Shame on you. And One of big problem 
that It doesn't Support if my DBBL opened sim card is not in same 
mobile.Why This Kind Of disturbing Issue. Many people Use button or normal 
phone for there secondary use.",S1_AccountCompromise,S1_AccountCompromise,S1_AccountCompromise,YES,S1_AccountCompromise,Annotators agreed
MSG0481,banglabarta,"১১০ টাকা এড ফি
🤩টাইপিং জব করবেন
১টা টাইপিং করলে ১০০ টাকা
২টা টাইপিং করলে ২০০টাকা
😇প্রতিদিন ৬০০-৮০০৳ ইনকাম করতে পারবে।
এভাবে যতগুলো টাইপিং করবেন তত টাকা পাবেন।
ডেইলি পেমেন্ট করা হয়।",S6_PhishingLink,S6_PhishingLink,S6_PhishingLink,YES,S6_PhishingLink,Annotators agreed
MSG0482,app_review_,Can not enter pin. Keypad not working,S1_AccountCompromise,S1_AccountCompromise,S1_AccountCompromise,YES,S1_AccountCompromise,Annotators agreed
MSG0483,banglabarta,"১৩০টাকায় ১৫০মিনিট(৩০দিন) সাথে বোনাস,নিতে*১২১*৫২০৫#  <URL>",S2_FakePromo,S2_FakePromo,S2_FakePromo,YES,S2_FakePromo,Annotators agreed
MSG0484,banglabarta,মাশরাফির সই করা ব্যাট জিততে ক্যাসিনোতে বাজি ধরুন। এখনই যোগ দিন: <URL>,S6_PhishingLink,S6_PhishingLink,S6_PhishingLink,YES,S6_PhishingLink,Annotators agreed
MSG0485,banglabarta,"প্রিয় গ্রাহক, সমাজকল্যাণ অফিস থেকে আপনাকে বয়স্ক ভাতার জন্য নির্বাচন করা হয়েছে। নিচের লিংকে ক্লিক করে আপনার তথ্য প্রদান করুন।",S6_PhishingLink,S6_PhishingLink,S6_PhishingLink,YES,S6_PhishingLink,Annotators agreed
MSG0486,mendeley_financial,"জরুরি! আপনার ব্যাংক একাউন্ট বন্ধ হওয়ার ঝুঁকি, <PERSON>: 3798",S1_AccountCompromise,S1_AccountCompromise,S1_AccountCompromise,YES,S1_AccountCompromise,Annotators agreed
MSG0487,banglabarta,"হ্যালো, কেমন আছো?",L0_Ham,L0_Ham,L0_Ham,YES,L0_Ham,Annotators agreed
MSG0488,mendeley_financial,"Transferred 5,000 BDT for the project materials. Inform me when it arrives",L0_Ham,L0_Ham,L0_Ham,YES,L0_Ham,Annotators agreed
MSG0489,banglabarta,রেস্তোরাঁয় <NRP> উপর ১৫% ছাড়! অফারটি সীমিত সময়ের জন্য। আজই <NRP>!,S2_FakePromo,S2_FakePromo,S2_FakePromo,YES,S2_FakePromo,Annotators agreed
MSG0490,banglabarta,"২০,<DATE_TIME> বিনিয়োগে ৬০,<DATE_TIME> পান! কল করুন: <PHONE_NUMBER>",S6_PhishingLink,S6_PhishingLink,S6_PhishingLink,YES,S6_PhishingLink,Annotators agreed
MSG0491,banglabarta,শুক্রবার কি প্ল্যান?,L0_Ham,L0_Ham,L0_Ham,YES,L0_Ham,Annotators agreed
MSG0492,banglabarta,কি খুব ভালো প্রশ্ন!,L0_Ham,L0_Ham,L0_Ham,YES,L0_Ham,Annotators agreed
MSG0493,mendeley_financial,You won a free vacation to the <LOCATION>! Reply YES to claim your prize.,S1_AccountCompromise,S1_AccountCompromise,S1_AccountCompromise,YES,S1_AccountCompromise,Annotators agreed
MSG0494,mendeley_financial,Your water bill of BDT 1200 has been paid successfully.,L0_Ham,L0_Ham,L0_Ham,YES,L0_Ham,Annotators agreed
MSG0495,banglabarta,আপনার ক্রেডিট কার্ডের লিমিট বাড়াতে এখানে ক্লিক করুন: <URL>,S6_PhishingLink,S6_PhishingLink,S6_PhishingLink,YES,S6_PhishingLink,Annotators agreed
MSG0496,banglabarta,"আজই শেষ দিন!৫জিবি+১৫০মিনিট ১৩০টাকা (৩০দিন),ডায়াল *১২১*৫২০৫# বা <URL>",S2_FakePromo,S2_FakePromo,S2_FakePromo,YES,S2_FakePromo,Annotators agreed
MSG0497,app_review_,Got an UX issue that is when enter 4 digit pin the keyboard layout get disappeared. Instead the keyboard layout should be visible with next CTA button. tnx,S1_AccountCompromise,S1_AccountCompromise,S1_AccountCompromise,YES,S1_AccountCompromise,Annotators agreed
MSG0498,banglabarta,ফ্ল্যাট ১৫% ডিসকাউন্ট সব শপিংয়ে। কোড: DISCOUNT15.,S2_FakePromo,S2_FakePromo,S2_FakePromo,YES,S2_FakePromo,Annotators agreed
MSG0499,banglabarta,"bKash অ্যাকাউন্টে ৫,০০০ টাকা জমা হয়েছে। বিস্তারিত জানতে কল করুন: <PHONE_NUMBER>",S6_PhishingLink,S6_PhishingLink,S6_PhishingLink,YES,S6_PhishingLink,Annotators agreed
MSG0500,app_review_,"One of the most bad , painful, scammers mobile banking app I have ever used.",S1_AccountCompromise,S1_AccountCompromise,S1_AccountCompromise,YES,S1_AccountCompromise,Annotators agreed
MSG0501,banglabarta,বিটকয়েন দিয়ে সহজে অর্থ উপার্জন করুন! আজই শুরু করুন: <URL>,S6_PhishingLink,S6_PhishingLink,S6_PhishingLink,YES,S6_PhishingLink,Annotators agreed
MSG0502,banglabarta,আপনার পেমেন্টটি প্রক্রিয়া করতে আমাদের আপনার তথ্য প্রয়োজন। এখানে ক্লিক করুন: [<URL>,S6_PhishingLink,S6_PhishingLink,S6_PhishingLink,YES,S6_PhishingLink,Annotators agreed
MSG0503,banglabarta,"প্রিয় দেশবাসি ! (COVID-19)
করনা ভাইরাস এর জন্য
2,500 টাকা সরকারী
শুনুদান দেওয়া হবে।
টাকা নেওয়ার জন্য নিচের নাম্বারে যোগাযোগ করুনঃ-<PHONE_NUMBER>",S6_PhishingLink,S6_PhishingLink,S6_PhishingLink,YES,S6_PhishingLink,Annotators agreed
MSG0504,banglabarta,তুমি কি কলেজে যাচ্ছো?,L0_Ham,L0_Ham,L0_Ham,YES,L0_Ham,Annotators agreed
MSG0505,banglabarta,"<URL>
Free income করতে পারবেন। ১মিনিট <PERSON> আর কোন সমস্যা নেই,",S6_PhishingLink,S6_PhishingLink,S6_PhishingLink,YES,S6_PhishingLink,Annotators agreed
MSG0506,banglabarta,বোনাস সহ ১জিবি-৩০টাকা-৩দিন। ডায়াল *১২১*৫২১৫# বা <LOCATION>,S2_FakePromo,S2_FakePromo,S2_FakePromo,YES,S2_FakePromo,Annotators agreed
MSG0507,banglabarta,"শেখ হাসিনা সরকারের সাফল্য: 
কৃষকবান্ধব সরকার সারের মূল্য কমিয়ে টিএসপি ৮০ টাকা থেকে ২৭ টাকা, ডিএপি ৯০ টাকা থেকে ২১ টাকা এবং <NRP> ৭০ টাকা থেকে ২০ টাকা করা হয়।",S2_FakePromo,S2_FakePromo,S2_FakePromo,YES,S2_FakePromo,Annotators agreed
MSG0508,banglabarta,"দুঃখিত, আমি মিটিংয়ে পরে ফোন করবো।",L0_Ham,L0_Ham,L0_Ham,YES,L0_Ham,Annotators agreed
MSG0509,banglabarta,"নগদ অ্যাকাউন্টে ১০,০০০ টাকা জমা হয়েছে। বিস্তারিত জানতে এখানে ক্লিক করুন: <URL>",S6_PhishingLink,S6_PhishingLink,S6_PhishingLink,YES,S6_PhishingLink,Annotators agreed
MSG0510,banglabarta,"তাওহীদ হলো সমস্ত দোয়া, সমস্ত কান্নাকাটি, সাহায্য চেয়ে সমস্ত আবেদন, সমস্ত আশা এবং সকল কল্যাণের আগমন ও সকল ক্ষতি নিবারণের জন্য প্রার্থনা অন্য কেউ নয় বরং কেবলই আল্লাহর উদ্দেশ্যে হতে হবে। - [ইমাম মুহাম্মাদ আলী আশ-শাওকানী (আল দূর আল-নাদিদ)]",L0_Ham,L0_Ham,L0_Ham,YES,L0_Ham,Annotators agreed
MSG0511,banglabarta,"৫,<DATE_TIME> বিনিয়োগে ২০,০০০ টাকা পান! কল করুন: <PHONE_NUMBER>",S6_PhishingLink,S6_PhishingLink,S6_PhishingLink,YES,S6_PhishingLink,Annotators agreed
MSG0512,mendeley_financial,Win big with our new lottery. Reply WIN to participate.,S1_AccountCompromise,S1_AccountCompromise,S1_AccountCompromise,YES,S1_AccountCompromise,Annotators agreed
MSG0513,banglabarta,"আপনার লোন অনুমোদিত হয়েছে! মাত্র ৫% সুদে ৫,<DATE_TIME>,<LOCATION> লোন পেতে এখনই এই লিঙ্কে ক্লিক করুন",S6_PhishingLink,S6_PhishingLink,S6_PhishingLink,YES,S6_PhishingLink,Annotators agreed
MSG0514,banglabarta,শাকিবের সাথে লাঞ্চ করার সুযোগ পেতে আজই আইপিএলে বাজি ধরুন। শুরু করুন: <URL>,S6_PhishingLink,S6_PhishingLink,S6_PhishingLink,YES,S6_PhishingLink,Annotators agreed
MSG0515,banglabarta,"Ads dekhe <DATE_TIME> 200-300 tk income korte chaile join korun <URL> 
100% trusted site Free te kaj korte paben",S6_PhishingLink,S6_PhishingLink,S6_PhishingLink,YES,S6_PhishingLink,Annotators agreed
MSG0516,mendeley_financial,"আপনার লোন আবেদন প্রক্রিয়াধীন, সম্পূর্ণ করতে OTP দিন।",S1_AccountCompromise,S1_AccountCompromise,S1_AccountCompromise,YES,S1_AccountCompromise,Annotators agreed
MSG0517,mendeley_financial,"Immediate action needed! Unrecognized device logged in, confirm with <PERSON> now.",S1_AccountCompromise,S1_AccountCompromise,S1_AccountCompromise,YES,S1_AccountCompromise,Annotators agreed
MSG0518,banglabarta,আপনি ৭ ভরি সোনা জিতেছেন! বিস্তারিত জানতে কল করুন: <PHONE_NUMBER>,S6_PhishingLink,S6_PhishingLink,S6_PhishingLink,YES,S6_PhishingLink,Annotators agreed
MSG0519,banglabarta,"আপনার ক্রেডিট কার্ডটি আপডেট করুন, না হলে এটি বন্ধ হয়ে যাবে। এখানে ক্লিক করুন: [<URL>",S6_PhishingLink,S6_PhishingLink,S6_PhishingLink,YES,S6_PhishingLink,Annotators agreed
MSG0520,banglabarta,অফার: সব গ্রোসারিতে ১০% <NRP>। শুধু আজকের জন্য।,S2_FakePromo,S2_FakePromo,S2_FakePromo,YES,S2_FakePromo,Annotators agreed
MSG0521,mendeley_financial,Limited-time offer! Double your money in <DATE_TIME>. Invest now.,S1_AccountCompromise,S1_AccountCompromise,S1_AccountCompromise,YES,S1_AccountCompromise,Annotators agreed
MSG0522,banglabarta,"আপনার পেমেন্ট বাকি ৮০০/- টাকা, দ্রুত পরিশোধ করুন।",L0_Ham,L0_Ham,L0_Ham,YES,L0_Ham,Annotators agreed
MSG0523,banglabarta,"ফুটবলে বাজি ধরুন এবং ৫,০০০ টাকা <NRP> জিতুন। শুরু করুন: <URL>",S6_PhishingLink,S6_PhishingLink,S6_PhishingLink,YES,S6_PhishingLink,Annotators agreed
MSG0524,mendeley_financial,New investment opportunity: Guaranteed 30% <DATE_TIME> returns.,S1_AccountCompromise,S1_AccountCompromise,S1_AccountCompromise,YES,S1_AccountCompromise,Annotators agreed
MSG0525,banglabarta,"সপ্তাহজুড়ে প্রো-লেভেল ইন্টারনেটিং,নাও ২৫জিবি@২১৯৳: <URL>",S2_FakePromo,S2_FakePromo,S2_FakePromo,YES,S2_FakePromo,Annotators agreed
MSG0526,banglabarta,"২০০৳ ক্যাশব্যাক!৬০জিবি+১০০০মিনিট @৬৯৯৳ ৩০দিন,নিয়ে নাও- <URL>",S2_FakePromo,S2_FakePromo,S2_FakePromo,YES,S2_FakePromo,Annotators agreed
MSG0527,banglabarta,"প্রিয় ব্যবহারকারী, আপনি একটি বিনামূল্যের কনসার্টের টিকিট জিতেছেন। এই বার্তায় 'CONCERT' উত্তর দিন।",S6_PhishingLink,S6_PhishingLink,S6_PhishingLink,YES,S6_PhishingLink,Annotators agreed
MSG0528,banglabarta,আপনার ইন্টারনেট প্যাকেজ আপডেট করতে কল করুন <PHONE_NUMBER>,S6_PhishingLink,S6_PhishingLink,S6_PhishingLink,YES,S6_PhishingLink,Annotators agreed
MSG0529,mendeley_financial,"Nagad e 500 <PERSON>, mama. <PERSON>",L0_Ham,L0_Ham,L0_Ham,YES,L0_Ham,Annotators agreed
MSG0530,banglabarta,"১২৫৳ ক্যাশব্যাকে সেরা অফার <PERSON>, ৩০দিন: <URL>",S2_FakePromo,S2_FakePromo,S2_FakePromo,YES,S2_FakePromo,Annotators agreed
MSG0531,mendeley_financial,Alert: Suspicious activity detected in your PayPal account. Verify now,S1_AccountCompromise,S1_AccountCompromise,S1_AccountCompromise,YES,S1_AccountCompromise,Annotators agreed
MSG0532,banglabarta,সব বাচ্চাদের খেলনায় ২০% ডিসকাউন্ট। আজই কিনুন!,S2_FakePromo,S2_FakePromo,S2_FakePromo,YES,S2_FakePromo,Annotators agreed
MSG0533,banglabarta,মাশরাফির সাথে একদিন কাটানোর সুযোগ পেতে বিপিএলে বাজি ধরুন। <PERSON> দিন: <URL>,S6_PhishingLink,S6_PhishingLink,S6_PhishingLink,YES,S6_PhishingLink,Annotators agreed
MSG0534,banglabarta,"দুঃখিত, আমার রুমমেটরা অনেক সময় নিল, এখন যেতে <LOCATION>?",L0_Ham,L0_Ham,L0_Ham,YES,L0_Ham,Annotators agreed
MSG0535,banglabarta,আপনি একটি ফ্রি গিফট কার্ড জিতেছেন! এখানে ক্লিক করে সংগ্রহ করুন: [<URL>,S6_PhishingLink,S6_PhishingLink,S6_PhishingLink,YES,S6_PhishingLink,Annotators agreed
MSG0536,banglabarta,শুভ পয়লা বৈশাখ!,L0_Ham,L0_Ham,L0_Ham,YES,L0_Ham,Annotators agreed
MSG0537,mendeley_financial,"You have been selected for a government grant of BDT 50,000. Contact us now.",S1_AccountCompromise,S1_AccountCompromise,S1_AccountCompromise,YES,S1_AccountCompromise,Annotators agreed
MSG0538,mendeley_financial,Urgent: Your bank account has been flagged for multiple failed login attempts. Verify now to avoid freeze,S1_AccountCompromise,S1_AccountCompromise,S1_AccountCompromise,YES,S1_AccountCompromise,Annotators agreed
MSG0539,mendeley_financial,Limited offer! Get 50% cashback on your next payment. Click here,S1_AccountCompromise,S1_AccountCompromise,S1_AccountCompromise,YES,S1_AccountCompromise,Annotators agreed
MSG0540,mendeley_financial,"Paid the school fees of 12,500 BDT <DATE_TIME>. Please acknowledge",L0_Ham,L0_Ham,L0_Ham,YES,L0_Ham,Annotators agreed
MSG0541,banglabarta,"ফুলঅন ইন্টারনেটিংয়ে পকেট সেভিং,নাও ২জিবি@৳৬৯,৭ দিন- <URL>",S2_FakePromo,S2_FakePromo,S2_FakePromo,YES,S2_FakePromo,Annotators agreed
MSG0542,banglabarta,অভিনন্দন! আপনি Amazon উপহার কার্ডে $1000 জিতেছেন। দাবি করতে নীচের লিঙ্কে ক্লিক করুন. <URL>,S6_PhishingLink,S6_PhishingLink,S6_PhishingLink,YES,S6_PhishingLink,Annotators agreed
MSG0543,mendeley_financial,"Your <PERSON> is <DATE_TIME>, do not share it with anyone.",L0_Ham,L0_Ham,L0_Ham,YES,L0_Ham,Annotators agreed
MSG0544,mendeley_financial,"নতুন সিম <DATE_TIME>, ধন্যবাদ ব্যবহারের জন্য।",L0_Ham,L0_Ham,L0_Ham,YES,L0_Ham,Annotators agreed
MSG0545,banglabarta,তোমার দিন কেমন চলছে?,L0_Ham,L0_Ham,L0_Ham,YES,L0_Ham,Annotators agreed
MSG0546,mendeley_financial,"Your account balance is BDT 8,200.",L0_Ham,L0_Ham,L0_Ham,YES,L0_Ham,Annotators agreed
MSG0547,banglabarta,আমার জন্য কোনো নতুন খবর আছে?,L0_Ham,L0_Ham,L0_Ham,YES,L0_Ham,Annotators agreed
MSG0548,banglabarta,তোমার জন্য একটি ভালো দিন!,L0_Ham,L0_Ham,L0_Ham,YES,L0_Ham,Annotators agreed
MSG0549,banglabarta,তোমার প্রিয় গান কোনটা?,L0_Ham,L0_Ham,L0_Ham,YES,L0_Ham,Annotators agreed
MSG0550,banglabarta,"জরুরী ভিত্তিতে নিয়োগ: 
অফিস সহকারি
থাকা খাওয়ার সুন্দর ব্যবস্থা আছে",S6_PhishingLink,S6_PhishingLink,S6_PhishingLink,YES,S6_PhishingLink,Annotators agreed
MSG0551,banglabarta,"শেখ হাসিনা সরকারের সাফল্য:
বিগত ১৪ বছরে ১৪৪১ কি.মি. বাঁধ নির্মাণের ফলে দেশব্যাপী ৪.৪৩ লক্ষ হেক্টের এলাকায় বন্যা নিয়ন্ত্রণ ও নিষ্কাশন সুবিধার সম্প্রসারণ ঘটেছে।",S2_FakePromo,S2_FakePromo,S2_FakePromo,YES,S2_FakePromo,Annotators agreed
MSG0552,mendeley_financial,Earn BDT 3000 <DATE_TIME> from home. Register now!,S1_AccountCompromise,S1_AccountCompromise,S1_AccountCompromise,YES,S1_AccountCompromise,Annotators agreed
MSG0553,banglabarta,আপনার ডেবিট কার্ডটি অবিলম্বে আপডেট করুন। এখানে ক্লিক করুন: [<URL>,S6_PhishingLink,S6_PhishingLink,S6_PhishingLink,YES,S6_PhishingLink,Annotators agreed
MSG0554,mendeley_financial,আপনার ফেসবুক একাউন্টে নতুন মেসেজ এসেছে। <PERSON> করুন।,L0_Ham,L0_Ham,L0_Ham,YES,L0_Ham,Annotators agreed
MSG0555,mendeley_financial,Warning! Unauthorized access attempt detected. Verify with <PERSON> now.,S1_AccountCompromise,S1_AccountCompromise,S1_AccountCompromise,YES,S1_AccountCompromise,Annotators agreed
MSG0556,banglabarta,"৫ জুন বিশ্ব পরিবেশ দিবস ২০২৩
এ বছরের প্রতিপাদ্য: প্লাস্টিক দূষণ সমাধানে সামিল হই সকলে
এ বছরের স্লোগান: সবাই মিলে করি পণ, বন্ধ হবে প্লাস্টিক দূষণ
-পরিবেশ, বন ও <LOCATION> মন্ত্রণালয়।",S2_FakePromo,S2_FakePromo,S2_FakePromo,YES,S2_FakePromo,Annotators agreed
MSG0557,banglabarta,"ঢাকা-মাওয়া এক্সপ্রেসওয়ে সংলগ্ন আবাসিক প্লট কাঠা নিম্ন২লক্ষ
<US_BANK_NUMBER>",S2_FakePromo,S2_FakePromo,S2_FakePromo,YES,S2_FakePromo,Annotators agreed
MSG0558,banglabarta,তুমি কি গান শুনছো?,L0_Ham,L0_Ham,L0_Ham,YES,L0_Ham,Annotators agreed
MSG0559,banglabarta,"মিষ্টি খবর! আপনি একজোড়া সিনেমার টিকিট জিতেছেন! আপনার <PERSON>, এখানে ক্লিক করুন <URL>",S6_PhishingLink,S6_PhishingLink,S6_PhishingLink,YES,S6_PhishingLink,Annotators agreed
MSG0560,banglabarta,আপনার ব্যাংক একাউন্ট ভেরিফাই করতে কল করুন <PHONE_NUMBER>,S6_PhishingLink,S6_PhishingLink,S6_PhishingLink,YES,S6_PhishingLink,Annotators agreed
MSG0561,mendeley_financial,"জরুরি: আপনার একাউন্টে অস্থায়ী সমস্যা হয়েছে, এখনি লগইন করে যাচাই করুন।",S1_AccountCompromise,S1_AccountCompromise,S1_AccountCompromise,YES,S1_AccountCompromise,Annotators agreed
MSG0562,banglabarta,প্রতিদিন ৫০০-৭০০ টাকা ইনকাম করুন! ফ্লেক্সিলোড সিম ব্যবহার করে ঘরে বসে। বিস্তারিত জানতে ইনবক্স করুন।,S6_PhishingLink,S6_PhishingLink,S6_PhishingLink,YES,S6_PhishingLink,Annotators agreed
MSG0563,banglabarta,“১৬১২২ নম্বরে কল <LOCATION> <URL> ভিজিট করে ঘরে বসেই ভূমিসেবা গ্রহণ করুন।’’-ভূমি মন্ত্রণালয়।,S2_FakePromo,S2_FakePromo,S2_FakePromo,YES,S2_FakePromo,Annotators agreed
MSG0564,app_review_,i can't reset password,S1_AccountCompromise,S1_AccountCompromise,S1_AccountCompromise,YES,S1_AccountCompromise,Annotators agreed
MSG0565,banglabarta,"আড্ডা+ইন্টারনেটিংয়ে <PERSON>,৩০দিন <URL>",S2_FakePromo,S2_FakePromo,S2_FakePromo,YES,S2_FakePromo,Annotators agreed
MSG0566,mendeley_financial,Your package #<US_DRIVER_LICENSE> is out for delivery. Track it using our app.,L0_Ham,L0_Ham,L0_Ham,YES,L0_Ham,Annotators agreed
MSG0567,banglabarta,"<DATE_TIME> এই নাম্বারে কল করুন, জরুরি।",L0_Ham,L0_Ham,L0_Ham,YES,L0_Ham,Annotators agreed
MSG0568,mendeley_financial,Enjoy <DATE_TIME> Fee Waiver on Your Medical Quota Debit Card for Safe and Convenient Payment Abroad!,S1_AccountCompromise,S1_AccountCompromise,S1_AccountCompromise,YES,S1_AccountCompromise,Annotators agreed
MSG0569,banglabarta,তোমার প্রতিভা সীমাহীন।,L0_Ham,L0_Ham,L0_Ham,YES,L0_Ham,Annotators agreed
MSG0570,banglabarta,মিঠু ভাইয়ের নাম্বারে টাকা দিয়ে তারপর আসিস।,L0_Ham,L0_Ham,L0_Ham,YES,L0_Ham,Annotators agreed
MSG0571,mendeley_financial,Package delivered! Track it anytime using tracking number #12345.,L0_Ham,L0_Ham,L0_Ham,YES,L0_Ham,Annotators agreed
MSG0572,banglabarta,"ভাই, 
আযহার ভাই আপনার সাথে দেখা করতে বললো। এম. ফিল এর Synopsis নিয়ে",L0_Ham,L0_Ham,L0_Ham,YES,L0_Ham,Annotators agreed
MSG0573,mendeley_financial,"Your Tax Refund of 20,000 BDT is pending. Submit your details to receive it instantly",S1_AccountCompromise,S1_AccountCompromise,S1_AccountCompromise,YES,S1_AccountCompromise,Annotators agreed
MSG0574,app_review_,"Last update ruin the app, can't enter password. Only 1 digit can type, so can't enter account. Fixed this problem ASAP",S1_AccountCompromise,S1_AccountCompromise,S1_AccountCompromise,YES,S1_AccountCompromise,Annotators agreed
MSG0575,mendeley_financial,Warning! Suspicious activity detected. Change your credentials now.,S1_AccountCompromise,S1_AccountCompromise,S1_AccountCompromise,YES,S1_AccountCompromise,Annotators agreed
MSG0576,banglabarta,শুভ লক্ষ্মী পূজা!,L0_Ham,L0_Ham,L0_Ham,YES,L0_Ham,Annotators agreed
MSG0577,banglabarta,তুমি কখন আসতে পারবো? আমি আপনার পাশে রয়েছি।,L0_Ham,L0_Ham,L0_Ham,YES,L0_Ham,Annotators agreed
MSG0578,banglabarta,ব্যবসায়ী হওয়া অপরাধ না কিন্তু রাজনৈতিক প্রভাব খাটিয়ে ব্যবসায়ী হওয়া বড় অপরাধ। কারণ এই ব্যবসায়ীদের অর্জিত অর্থের বেশিরভাগই আসে সাধারণ মানুষের রক্তচোষা টাকা থেকে। — রেদোয়ান মাসুদ,L0_Ham,L0_Ham,L0_Ham,YES,L0_Ham,Annotators agreed
MSG0579,banglabarta,ক্যাসিনোতে বেট করুন এবং একটি ফ্রি হোটেল বুকিং জিতুন! আজই ক্লিক করুন: <URL>,S6_PhishingLink,S6_PhishingLink,S6_PhishingLink,YES,S6_PhishingLink,Annotators agreed
MSG0580,banglabarta,"প্রিয় গ্রাহক, <PERSON>। K Enterprice ds POS/ECOM.Txn# এ <DATE_TIME> তারিখে <LOCATION> কার্ডে txn করা হয়েছে। আপনার দ্বারা করা হয়নি, নিবন্ধিত মোবাইল এনবি থেকে এই এসএমএসটি ফরোয়ার্ড করুন। <DATE_TIME>",S6_PhishingLink,S6_PhishingLink,S6_PhishingLink,YES,S6_PhishingLink,Annotators agreed
MSG0581,mendeley_financial,Congratulations! Claim your reward by submitting <PERSON> within <DATE_TIME>.,S1_AccountCompromise,S1_AccountCompromise,S1_AccountCompromise,YES,S1_AccountCompromise,Annotators agreed
MSG0582,banglabarta,শাকিবের সই করা বল জিততে ক্রিকেটে বাজি ধরুন! ক্লিক করুন: <URL>,S6_PhishingLink,S6_PhishingLink,S6_PhishingLink,YES,S6_PhishingLink,Annotators agreed
MSG0583,mendeley_financial,Earn $300 per day without investment. Just forward messages!,S1_AccountCompromise,S1_AccountCompromise,S1_AccountCompromise,YES,S1_AccountCompromise,Annotators agreed
MSG0584,banglabarta,ডিজিটাল গ্যাজেটের উপর ১৫% ডিসকাউন্ট! আজই কেনাকাটা করুন এবং বোনাস পান।,S2_FakePromo,S2_FakePromo,S2_FakePromo,YES,S2_FakePromo,Annotators agreed
MSG0585,mendeley_financial,Friend request from <PERSON>.,L0_Ham,L0_Ham,L0_Ham,YES,L0_Ham,Annotators agreed
MSG0586,banglabarta,বিদেশে পড়াশোনার জন্য ১০০% স্কলারশিপ। কোন ফি নেই। আবেদন করতে আজই যোগাযোগ করুন। যোগাযোগ:<PHONE_NUMBER>,S6_PhishingLink,S6_PhishingLink,S6_PhishingLink,YES,S6_PhishingLink,Annotators agreed
MSG0587,mendeley_financial,আপনার বৈধতা নিশ্চিত করতে আমাদের নিকট যোগাযোগ করুন।,L0_Ham,L0_Ham,L0_Ham,YES,L0_Ham,Annotators agreed
